SBA Disaster Loan Data,,,,,,,Report Run Date:  3/19/2019 ,,,,,,
15696,15697,4393,NC-00099,SUPPLY,28462,BRUNSWICK,NC,"1,922,208.00","1,568,593.00","353,615.00","921,700.00","695,200.00","226,500.00"
15696,15697,4393,NC-00099,SUPPLY,28462,COLUMBUS,NC,"38,702.00","32,902.00","5,800.00","25,000.00","22,100.00","2,900.00"
15696,15697,4393,NC-00099,SURF CITY,28445,ONSLOW,NC,"636,678.00","457,890.00","178,788.00","245,000.00","143,100.00","101,900.00"
15696,15697,4393,NC-00099,SURF CITY,28445,PENDER,NC,"1,359,399.00","1,064,534.00","294,865.00","968,800.00","760,400.00","208,400.00"
15696,15697,4393,NC-00099,SWAN QUARTER,27885,HYDE,NC,"46,164.00","38,864.00","7,300.00","46,200.00","38,900.00","7,300.00"
15696,15697,4393,NC-00099,SWANQUARTER,27885,HYDE,NC,"199,229.00","172,559.00","26,670.00","46,300.00","37,800.00","8,500.00"
15696,15697,4393,NC-00099,SWANSBORO,28584,CARTERET,NC,"1,786,897.00","1,410,996.00","375,901.00","1,136,600.00","900,000.00","236,600.00"
15696,15697,4393,NC-00099,SWANSBORO,28584,ONSLOW,NC,"3,952,761.00","3,191,386.00","761,375.00","2,260,500.00","1,891,800.00","368,700.00"
15696,15697,4393,NC-00099,TABOR CITY,28463,COLUMBUS,NC,"1,508,864.00","1,167,605.00","341,259.00","421,800.00","318,800.00","103,000.00"
15696,15697,4393,NC-00099,TAR HEEL,28392,BLADEN,NC,"145,929.00","119,979.00","25,950.00","28,600.00","17,000.00","11,600.00"
15696,15697,4393,NC-00099,TARAWA TERRACE,28543,ONSLOW,NC,"15,300.00",0.00,"15,300.00","12,000.00",0.00,"12,000.00"
15696,15697,4393,NC-00099,TEACHEY,28464,DUPLIN,NC,"546,783.00","467,063.00","79,720.00","183,200.00","145,000.00","38,200.00"
15696,15697,4393,NC-00099,TOPSAIL BEACH,28445,PENDER,NC,"782,237.00","661,387.00","120,850.00","418,200.00","342,700.00","75,500.00"
15696,15697,4393,NC-00099,TRENT WOODS,28562,CRAVEN,NC,"4,974,994.00","4,026,543.00","948,451.00","2,638,300.00","2,187,200.00","451,100.00"
15696,15697,4393,NC-00099,TRENTON,28585,JONES,NC,"13,725,301.00","9,864,796.00","3,860,505.00","7,302,800.00","5,121,000.00","2,181,800.00"
15696,15697,4393,NC-00099,TURKEY,28393,SAMPSON,NC,"162,214.00","156,064.00","6,150.00","19,400.00","16,800.00","2,600.00"
15696,15697,4393,NC-00099,VANCEBORO,28586,CRAVEN,NC,"954,744.00","774,776.00","179,968.00","665,400.00","533,800.00","131,600.00"
15696,15697,4393,NC-00099,VANDEMERE,28587,PAMLICO,NC,"378,074.00","317,839.00","60,235.00","140,100.00","111,600.00","28,500.00"
15696,15697,4393,NC-00099,VASS,28394,MOORE,NC,"873,048.00","691,860.00","181,188.00","290,100.00","247,800.00","42,300.00"
15696,15697,4393,NC-00099,WADE,28395,CUMBERLAND,NC,"134,794.00","116,719.00","18,075.00","89,800.00","78,300.00","11,500.00"
15696,15697,4393,NC-00099,WADESBORO,28170,ANSON,NC,"93,273.00","85,803.00","7,470.00","58,300.00","56,300.00","2,000.00"
15696,15697,4393,NC-00099,WAGRAM,28396,SCOTLAND,NC,"321,026.00","290,329.00","30,697.00","182,200.00","154,300.00","27,900.00"
15696,15697,4393,NC-00099,WALLACE,28466,DUPLIN,NC,"35,143,703.00","25,012,916.00","10,130,787.00","20,656,000.00","14,809,100.00","5,846,900.00"
15696,15697,4393,NC-00099,WALLACE,28466,PENDER,NC,"756,720.00","578,175.00","178,545.00","398,900.00","307,500.00","91,400.00"
15696,15697,4393,NC-00099,WARSAW,28398,DUPLIN,NC,"684,815.00","540,925.00","143,890.00","310,600.00","231,200.00","79,400.00"
15696,15697,4393,NC-00099,WASHINGTON,27889,BEAUFORT,NC,"1,928,165.00","1,563,820.00","364,345.00","760,000.00","570,600.00","189,400.00"
15696,15697,4393,NC-00099,WASHINGTON,27889,CRAVEN,NC,"12,409.00","7,404.00","5,005.00","7,500.00","5,000.00","2,500.00"
15696,15697,4393,NC-00099,WASHINGTON,27889,PITT,NC,"39,707.00","38,307.00","1,400.00","20,700.00","20,700.00",0.00
15696,15697,4393,NC-00099,WATHA,28478,PENDER,NC,"553,550.00","445,630.00","107,920.00","418,800.00","322,900.00","95,900.00"
15696,15697,4393,NC-00099,WAXHAW,28173,UNION,NC,"59,170.00","27,505.00","31,665.00","58,800.00","27,100.00","31,700.00"
15696,15697,4393,NC-00099,WEST END,27376,MOORE,NC,"163,987.00","147,682.00","16,305.00","83,600.00","67,200.00","16,400.00"
15696,15697,4393,NC-00099,WHISPERING PINES,28327,MOORE,NC,"63,131.00","62,381.00",750.00,"42,400.00","42,400.00",0.00
15696,15697,4393,NC-00099,WHITE LAKE,28337,BLADEN,NC,"34,002.00","31,902.00","2,100.00","31,800.00","29,700.00","2,100.00"
15696,15697,4393,NC-00099,WHITE OAK,28399,BLADEN,NC,"431,869.00","364,534.00","67,335.00","150,900.00","137,500.00","13,400.00"
15696,15697,4393,NC-00099,WHITEVILLE,28472,COLUMBUS,NC,"6,079,669.00","4,631,409.00","1,448,260.00","2,987,000.00","2,181,400.00","805,600.00"
15696,15697,4393,NC-00099,WILLARD,28478,PENDER,NC,"2,052,143.00","1,681,672.00","370,471.00","1,201,400.00","995,100.00","206,300.00"
15696,15697,4393,NC-00099,WILLARD,28478,SAMPSON,NC,"36,973.00","35,273.00","1,700.00","35,300.00","35,300.00",0.00
15696,15697,4393,NC-00099,WILLISTON,28579,CARTERET,NC,"204,144.00","160,084.00","44,060.00","95,900.00","65,200.00","30,700.00"
15696,15697,4393,NC-00099,WILLISTON,28589,CARTERET,NC,"845,548.00","585,678.00","259,870.00","233,200.00","159,200.00","74,000.00"
15696,15697,4393,NC-00099,WILMINGTON,28401,NEW HANOVER,NC,"6,462,067.00","4,872,896.00","1,589,171.00","3,421,900.00","2,601,300.00","820,600.00"
15696,15697,4393,NC-00099,WILMINGTON,28403,NEW HANOVER,NC,"5,678,435.00","4,190,731.00","1,487,704.00","3,280,200.00","2,457,500.00","822,700.00"
15696,15697,4393,NC-00099,WILMINGTON,28403,ONSLOW,NC,"6,580.00",0.00,"6,580.00","6,600.00",0.00,"6,600.00"
15696,15697,4393,NC-00099,WILMINGTON,28404,BRUNSWICK,NC,"10,833.00","10,833.00",0.00,"10,900.00","10,900.00",0.00
15696,15697,4393,NC-00099,WILMINGTON,28404,NEW HANOVER,NC,"5,550.00",0.00,"5,550.00",0.00,0.00,0.00
15696,15697,4393,NC-00099,WILMINGTON,28405,NEW HANOVER,NC,"16,014,430.00","11,545,390.00","4,469,040.00","9,662,900.00","7,129,900.00","2,533,000.00"
15696,15697,4393,NC-00099,WILMINGTON,28405,PAMLICO,NC,"41,230.00","26,050.00","15,180.00","33,000.00","17,800.00","15,200.00"
15696,15697,4393,NC-00099,WILMINGTON,28406,NEW HANOVER,NC,"76,011.00","75,611.00",400.00,0.00,0.00,0.00
15696,15697,4393,NC-00099,WILMINGTON,28409,NEW HANOVER,NC,"7,397,582.00","6,460,234.00","937,348.00","4,729,900.00","4,108,700.00","621,200.00"
15696,15697,4393,NC-00099,WILMINGTON,28410,NEW HANOVER,NC,"32,756.00","32,756.00",0.00,0.00,0.00,0.00
15696,15697,4393,NC-00099,WILMINGTON,28411,BRUNSWICK,NC,"4,350.00",0.00,"4,350.00",400.00,0.00,400.00
15696,15697,4393,NC-00099,WILMINGTON,28411,NEW HANOVER,NC,"15,140,330.00","12,000,133.00","3,140,197.00","9,915,900.00","7,849,800.00","2,066,100.00"
15696,15697,4393,NC-00099,WILMINGTON,28411,PENDER,NC,"1,244,256.00","1,010,451.00","233,805.00","1,054,500.00","877,600.00","176,900.00"
15696,15697,4393,NC-00099,WILMINGTON,28412,BRUNSWICK,NC,"19,108.00","18,508.00",600.00,0.00,0.00,0.00
15696,15697,4393,NC-00099,WILMINGTON,28412,NEW HANOVER,NC,"7,053,197.00","5,916,373.00","1,136,824.00","4,494,800.00","3,805,000.00","689,800.00"
15696,15697,4393,NC-00099,WILSON,27893,WILSON,NC,"173,339.00","119,389.00","53,950.00","27,600.00","26,400.00","1,200.00"
15696,15697,4393,NC-00099,WILSON,27896,WILSON,NC,"58,112.00","42,187.00","15,925.00","28,500.00","24,400.00","4,100.00"
15696,15697,4393,NC-00099,WINGATE,28174,UNION,NC,"30,855.00","30,480.00",375.00,"29,000.00","29,000.00",0.00
15696,15697,4393,NC-00099,WINNABOW,28479,BRUNSWICK,NC,"3,204,377.00","2,615,692.00","588,685.00","1,878,000.00","1,469,200.00","408,800.00"
15696,15697,4393,NC-00099,WINSTON SALEM,27103,FORSYTH,NC,"11,000.00",0.00,"11,000.00",0.00,0.00,0.00
15696,15697,4393,NC-00099,WINTERVILLE,28590,PITT,NC,"138,174.00","129,799.00","8,375.00","91,700.00","83,300.00","8,400.00"
15696,15697,4393,NC-00099,WRIGHTSVILLE BEACH,28480,NEW HANOVER,NC,"1,021,328.00","645,802.00","375,526.00","746,800.00","492,500.00","254,300.00"
15696,15697,4393,NC-00099,ZEBULON,27597,JOHNSTON,NC,"22,300.00","5,400.00","16,900.00",0.00,0.00,0.00
15698,15699,4394,SC-00054,ANDREWS,29510,GEORGETOWN,SC,"2,293.00","2,293.00",0.00,"2,300.00","2,300.00",0.00
15698,15699,4394,SC-00054,ATLANTIC BEACH,29582,HORRY,SC,"2,875.00",0.00,"2,875.00",0.00,0.00,0.00
15698,15699,4394,SC-00054,AYNOR,29511,HORRY,SC,"99,998.00","95,808.00","4,190.00","23,800.00","22,900.00",900.00
15698,15699,4394,SC-00054,BENNETTSVILLE,29512,MARLBORO,SC,"3,137,967.00","2,612,028.00","525,939.00","1,841,400.00","1,546,300.00","295,100.00"
15698,15699,4394,SC-00054,BLENHEIM,29516,MARLBORO,SC,"114,089.00","107,489.00","6,600.00","46,100.00","45,600.00",500.00
15698,15699,4394,SC-00054,BRITTONS NECK,29546,MARION,SC,"178,096.00","152,851.00","25,245.00","101,200.00","86,100.00","15,100.00"
15698,15699,4394,SC-00054,BUCKSPORT,29527,HORRY,SC,"24,563.00","20,658.00","3,905.00",0.00,0.00,0.00
15698,15699,4394,SC-00054,CHERAW,29512,CHESTERFIELD,SC,"38,099.00","37,099.00","1,000.00","25,000.00","24,000.00","1,000.00"
15698,15699,4394,SC-00054,CHERAW,29520,CHESTERFIELD,SC,"2,525,863.00","2,245,358.00","280,505.00","2,089,000.00","1,850,500.00","238,500.00"
15698,15699,4394,SC-00054,CHERAW,29520,MARLBORO,SC,"47,884.00","37,294.00","10,590.00","47,100.00","36,500.00","10,600.00"
15698,15699,4394,SC-00054,CHESTERFIELD,29709,CHESTERFIELD,SC,"394,146.00","362,153.00","31,993.00","280,900.00","253,400.00","27,500.00"
15698,15699,4394,SC-00054,CLIO,29525,MARLBORO,SC,"644,613.00","577,113.00","67,500.00","266,100.00","217,100.00","49,000.00"
15698,15699,4394,SC-00054,COLUMBIA,29229,MARION,SC,"17,486.00","15,086.00","2,400.00","17,500.00","15,100.00","2,400.00"
15698,15699,4394,SC-00054,CONWAY,29526,CHESTERFIELD,SC,"18,587.00","15,687.00","2,900.00",0.00,0.00,0.00
15698,15699,4394,SC-00054,CONWAY,29526,HORRY,SC,"14,060,103.00","10,985,756.00","3,074,347.00","7,656,500.00","5,871,400.00","1,785,100.00"
15698,15699,4394,SC-00054,CONWAY,29527,HORRY,SC,"5,728,731.00","4,142,786.00","1,585,945.00","3,428,300.00","2,407,700.00","1,020,600.00"
15698,15699,4394,SC-00054,COWARD,29530,FLORENCE,SC,"15,250.00","13,100.00","2,150.00","15,300.00","13,100.00","2,200.00"
15698,15699,4394,SC-00054,DARLINGTON,29532,DARLINGTON,SC,"329,702.00","275,252.00","54,450.00","124,300.00","112,600.00","11,700.00"
15698,15699,4394,SC-00054,DARLINGTON,29540,DARLINGTON,SC,"420,909.00","326,309.00","94,600.00","33,300.00","30,900.00","2,400.00"
15698,15699,4394,SC-00054,DILLON,29536,DILLON,SC,"4,581,452.00","3,646,483.00","934,969.00","2,374,300.00","1,957,400.00","416,900.00"
15698,15699,4394,SC-00054,EFFINGHAM,29541,FLORENCE,SC,"19,285.00","19,285.00",0.00,"19,300.00","19,300.00",0.00
15698,15699,4394,SC-00054,FLORENCE,29501,DARLINGTON,SC,"268,415.00","167,065.00","101,350.00","180,600.00","117,100.00","63,500.00"
15698,15699,4394,SC-00054,FLORENCE,29501,FLORENCE,SC,"346,175.00","262,225.00","83,950.00","200,000.00","125,200.00","74,800.00"
15698,15699,4394,SC-00054,FLORENCE,29505,FLORENCE,SC,"207,084.00","184,784.00","22,300.00","120,400.00","117,100.00","3,300.00"
15698,15699,4394,SC-00054,FLORENCE,29506,FLORENCE,SC,"71,598.00","67,498.00","4,100.00","61,500.00","58,100.00","3,400.00"
15698,15699,4394,SC-00054,GALIVANTS FERRY,29544,HORRY,SC,"303,705.00","268,520.00","35,185.00","102,800.00","88,900.00","13,900.00"
15698,15699,4394,SC-00054,GEORGETOWN,29440,GEORGETOWN,SC,"247,863.00","230,508.00","17,355.00","11,300.00","8,900.00","2,400.00"
15698,15699,4394,SC-00054,GREEN SEA,29545,HORRY,SC,"219,419.00","170,504.00","48,915.00","197,600.00","163,700.00","33,900.00"
15698,15699,4394,SC-00054,GRESHAM,29546,MARION,SC,"912,827.00","684,465.00","228,362.00","506,600.00","383,300.00","123,300.00"
15698,15699,4394,SC-00054,HAMER,29547,DILLON,SC,"1,089,782.00","862,177.00","227,605.00","425,300.00","303,200.00","122,100.00"
15698,15699,4394,SC-00054,HARTSVILLE,29550,DARLINGTON,SC,"432,571.00","401,416.00","31,155.00","230,400.00","221,400.00","9,000.00"
15698,15699,4394,SC-00054,HARTSVILLE,29550,MARLBORO,SC,"10,466.00","10,466.00",0.00,0.00,0.00,0.00
15698,15699,4394,SC-00054,HEMINGWAY,29554,GEORGETOWN,SC,"49,995.00","40,395.00","9,600.00","50,000.00","40,400.00","9,600.00"
15698,15699,4394,SC-00054,JEFFERSON,29718,CHESTERFIELD,SC,"127,938.00","116,588.00","11,350.00","54,200.00","43,500.00","10,700.00"
15698,15699,4394,SC-00054,JOHNSONVILLE,29555,FLORENCE,SC,"17,489.00","17,489.00",0.00,"17,500.00","17,500.00",0.00
15698,15699,4394,SC-00054,LAKE CITY,29560,FLORENCE,SC,"42,457.00","35,457.00","7,000.00","25,000.00","24,000.00","1,000.00"
15698,15699,4394,SC-00054,LAKE VIEW,29563,DILLON,SC,"198,011.00","144,996.00","53,015.00","106,500.00","71,200.00","35,300.00"
15698,15699,4394,SC-00054,LAMAR,29069,DARLINGTON,SC,"49,278.00","49,278.00",0.00,"17,200.00","17,200.00",0.00
15698,15699,4394,SC-00054,LATTA,29565,DILLON,SC,"837,339.00","702,544.00","134,795.00","508,200.00","429,600.00","78,600.00"
15698,15699,4394,SC-00054,LATTA,29565,MARION,SC,"334,130.00","254,900.00","79,230.00","121,400.00","104,700.00","16,700.00"
15698,15699,4394,SC-00054,LITTLE RIVER,29566,HORRY,SC,"388,960.00","346,600.00","42,360.00","273,300.00","250,600.00","22,700.00"
15698,15699,4394,SC-00054,LITTLE ROCK,29567,DILLON,SC,"25,221.00","19,371.00","5,850.00","13,000.00","12,100.00",900.00
15698,15699,4394,SC-00054,LONGS,29568,HORRY,SC,"13,848,042.00","9,540,409.00","4,307,633.00","7,963,300.00","5,401,600.00","2,561,700.00"
15698,15699,4394,SC-00054,LORIS,29569,HORRY,SC,"2,850,528.00","2,474,560.00","375,968.00","1,496,800.00","1,304,300.00","192,500.00"
15698,15699,4394,SC-00054,MARION,29571,MARION,SC,"1,742,590.00","1,377,189.00","365,401.00","1,033,300.00","815,700.00","217,600.00"
15698,15699,4394,SC-00054,MC COLL,29570,MARLBORO,SC,"377,771.00","289,806.00","87,965.00","137,100.00","93,800.00","43,300.00"
15698,15699,4394,SC-00054,MCCOLL,29570,MARLBORO,SC,"82,223.00","77,657.00","4,566.00","73,900.00","69,300.00","4,600.00"
15698,15699,4394,SC-00054,MOUNT CROGHAN,29727,CHESTERFIELD,SC,"81,015.00","74,135.00","6,880.00","46,700.00","41,200.00","5,500.00"
15698,15699,4394,SC-00054,MULLINS,29574,MARION,SC,"3,535,421.00","2,930,558.00","604,863.00","1,703,800.00","1,346,100.00","343,500.00"
15698,15699,4394,SC-00054,MURRELLS INLET,29576,GEORGETOWN,SC,"103,290.00","99,790.00","3,500.00","80,200.00","77,900.00","2,300.00"
15698,15699,4394,SC-00054,MURRELLS INLET,29576,HORRY,SC,"156,560.00","119,480.00","37,080.00","71,800.00","63,700.00","8,100.00"
15698,15699,4394,SC-00054,MYRTLE BEACH,29572,HORRY,SC,"60,702.00","55,512.00","5,190.00","54,300.00","49,000.00","5,300.00"
15698,15699,4394,SC-00054,MYRTLE BEACH,29572,MARION,SC,"2,566.00","1,774.00",792.00,0.00,0.00,0.00
15698,15699,4394,SC-00054,MYRTLE BEACH,29575,HORRY,SC,"100,655.00","95,005.00","5,650.00","44,600.00","42,900.00","1,700.00"
15698,15699,4394,SC-00054,MYRTLE BEACH,29577,HORRY,SC,"1,474,805.00","1,193,315.00","281,490.00","798,200.00","660,300.00","137,900.00"
15698,15699,4394,SC-00054,MYRTLE BEACH,29579,HORRY,SC,"936,879.00","717,865.00","219,014.00","492,300.00","395,400.00","96,900.00"
15698,15699,4394,SC-00054,MYRTLE BEACH,29588,HORRY,SC,"13,673,709.00","10,433,133.00","3,240,576.00","7,380,900.00","5,482,800.00","1,898,100.00"
15698,15699,4394,SC-00054,N MYRTLE BCH,29582,HORRY,SC,"58,164.00","48,464.00","9,700.00","14,000.00","14,000.00",0.00
15698,15699,4394,SC-00054,NAKINA,28455,COLUMBUS,NC,"20,151.00","20,151.00",0.00,0.00,0.00,0.00
15698,15699,4394,SC-00054,NICHOLS,29581,DARLINGTON,SC,"84,547.00","55,232.00","29,315.00",0.00,0.00,0.00
15698,15699,4394,SC-00054,NICHOLS,29581,HORRY,SC,"827,545.00","730,390.00","97,155.00","156,200.00","141,500.00","14,700.00"
15698,15699,4394,SC-00054,NICHOLS,29581,MARION,SC,"1,606,336.00","1,137,091.00","469,245.00","753,600.00","533,800.00","219,800.00"
15698,15699,4394,SC-00054,NORTH MYRTLE BEACH,29582,HORRY,SC,"160,087.00","157,357.00","2,730.00","140,300.00","137,400.00","2,900.00"
15698,15699,4394,SC-00054,PAGELAND,29728,CHESTERFIELD,SC,"45,366.00","44,466.00",900.00,"25,300.00","24,800.00",500.00
15698,15699,4394,SC-00054,PATRICK,29584,CHESTERFIELD,SC,"53,437.00","53,437.00",0.00,"29,500.00","29,500.00",0.00
15698,15699,4394,SC-00054,PAWLEYS ISLAND,29585,GEORGETOWN,SC,"460,093.00","413,618.00","46,475.00","238,700.00","204,600.00","34,100.00"
15698,15699,4394,SC-00054,QUINBY,29506,FLORENCE,SC,"26,329.00","26,329.00",0.00,"25,000.00","25,000.00",0.00
15698,15699,4394,SC-00054,RAINS,29589,MARION,SC,"6,306.00","6,306.00",0.00,0.00,0.00,0.00
15698,15699,4394,SC-00054,RUBY,29741,CHESTERFIELD,SC,"272,899.00","269,369.00","3,530.00","210,100.00","206,500.00","3,600.00"
15698,15699,4394,SC-00054,SELLERS,29592,DILLON,SC,"214,186.00","150,036.00","64,150.00","27,100.00","23,800.00","3,300.00"
15698,15699,4394,SC-00054,SELLERS,29592,MARION,SC,"176,510.00","166,610.00","9,900.00","88,500.00","82,300.00","6,200.00"
15698,15699,4394,SC-00054,SOCIETY HILL,29593,CHESTERFIELD,SC,"71,153.00","59,358.00","11,795.00","70,300.00","58,400.00","11,900.00"
15698,15699,4394,SC-00054,SOCIETY HILL,29593,DARLINGTON,SC,"187,922.00","142,212.00","45,710.00","146,300.00","125,400.00","20,900.00"
15698,15699,4394,SC-00054,SURFSIDE BCH,29575,HORRY,SC,"88,839.00","73,719.00","15,120.00","76,000.00","60,800.00","15,200.00"
15698,15699,4394,SC-00054,SURFSIDE BEACH,29575,HORRY,SC,"13,865.00","13,865.00",0.00,"13,900.00","13,900.00",0.00
15698,15699,4394,SC-00054,TIMMONSVILLE,29161,FLORENCE,SC,"45,934.00","45,934.00",0.00,"46,000.00","46,000.00",0.00
15698,15699,4394,SC-00054,WALLACE,29596,CHESTERFIELD,SC,"12,918.00","12,918.00",0.00,"10,000.00","10,000.00",0.00
15698,15699,4394,SC-00054,WALLACE,29596,MARLBORO,SC,"355,066.00","320,316.00","34,750.00","221,000.00","214,200.00","6,800.00"
15707,15708,4396,MP-00007,ROTA,96951,ROTA,MP,"1,609,637.00","1,290,630.00","319,007.00","795,700.00","591,600.00","204,100.00"
15707,15708,4396,MP-00007,SAIPAN,96950,SAIPAN,MP,"745,759.00","624,193.00","121,566.00","482,800.00","469,100.00","13,700.00"
15707,15708,4396,MP-00007,TINIAN,96952,NORTHERN ISLANDS,MP,"12,660.00","4,630.00","8,030.00",0.00,0.00,0.00
15707,15708,4396,MP-00007,TINIAN,96952,TINIAN,MP,"750,022.00","608,500.00","141,522.00","292,900.00","223,600.00","69,300.00"
15565,15566,,MD-00035,COLUMBIA,21046,Howard,MD,"8,535.00","2,855.00","5,680.00","8,600.00","2,900.00","5,700.00"
15565,15566,,MD-00035,FREDERICK,21701,Frederick,MD,"221,948.00","162,748.00","59,200.00","188,600.00","71,800.00","24,500.00"
15565,15566,,MD-00035,FREDERICK,21702,Frederick,MD,"22,345.00","12,195.00","10,150.00","22,400.00",,
15565,15566,,MD-00035,FREDERICK,21703,Frederick,MD,"66,932.00","55,742.00","11,190.00","65,900.00","55,800.00","10,100.00"
15565,15566,,MD-00035,BRUNSWICK,21716,Frederick,MD,"16,718.00","14,068.00","2,650.00","19,700.00","19,300.00","2,700.00"
15565,15566,,MD-00035,JEFFERSON,21755,Frederick,MD,"85,148.00","68,228.00","16,920.00","85,400.00","36,400.00","3,500.00"
15565,15566,,MD-00035,KEEDYSVILLE,21756,Washington,MD,"34,186.00","25,916.00","8,270.00","25,000.00",,
15565,15566,,MD-00035,KNOXVILLE,21758,Frederick,MD,"139,628.00","87,493.00","52,135.00","130,300.00","62,900.00","40,000.00"
15565,15566,,MD-00035,KNOXVILLE,21758,Washington,MD,"2,035.00","2,035.00",0.00,"2,100.00",,
15565,15566,,MD-00035,MIDDLETOWN,21769,Frederick,MD,"20,383.00","19,363.00","1,020.00","20,600.00","19,500.00","1,100.00"
15565,15566,,MD-00035,MOUNT AIRY,21771,Frederick,MD,"56,259.00","56,259.00",0.00,"55,500.00","55,500.00",0.00
15565,15566,,MD-00035,WALKERSVILLE,21793,Frederick,MD,"18,257.00","13,282.00","4,975.00","12,600.00",,
15584,15585,4377,TX-00500,ALICE,78332,Jim Wells,TX,"318,162.00","236,212.00","81,950.00","274,700.00","203,400.00","60,800.00"
15584,15585,4377,TX-00500,BEN BOLT,78342,Jim Wells,TX,"9,360.00","9,360.00",0.00,"3,900.00","3,900.00",0.00
15584,15585,4377,TX-00500,FALFURRIAS,78355,Jim Wells,TX,"59,259.00","59,259.00",0.00,"59,300.00","15,000.00",0.00
15584,15585,4377,TX-00500,ORANGE GROVE,78372,Jim Wells,TX,"131,740.00","125,980.00","5,760.00","129,100.00","94,100.00","4,600.00"
15584,15585,4377,TX-00500,PREMONT,78375,Jim Wells,TX,"190,538.00","178,538.00","12,000.00","188,100.00","149,100.00","12,000.00"
15584,15585,4377,TX-00500,CORPUS CHRISTI,78414,Nueces,TX,"5,000.00",0.00,"5,000.00","5,000.00",0.00,"5,000.00"
15584,15585,4377,TX-00500,MCALLEN,78501,Hidalgo,TX,"2,294,004.00","1,523,670.00","770,334.00","1,802,200.00","1,124,495.00","500,700.00"
15584,15585,4377,TX-00500,MCALLEN,78503,Hidalgo,TX,"380,175.00","254,510.00","125,665.00","235,600.00","165,100.00","70,500.00"
15584,15585,4377,TX-00500,MCALLEN,78504,Hidalgo,TX,"630,489.00","460,704.00","169,785.00","507,300.00","309,300.00","80,000.00"
15584,15585,4377,TX-00500,ALAMO,78516,Hidalgo,TX,"115,953.00","83,953.00","32,000.00","115,700.00","83,700.00","32,000.00"
15584,15585,4377,TX-00500,BROWNSVILLE,78520,Cameron,TX,"43,618.00","33,918.00","9,700.00","41,900.00","32,200.00","9,700.00"
15584,15585,4377,TX-00500,BROWNSVILLE,78521,Cameron,TX,"59,525.00","44,425.00","15,100.00","51,300.00","48,900.00","9,100.00"
15584,15585,4377,TX-00500,BROWNSVILLE,78526,Cameron,TX,"33,847.00","33,497.00",350.00,"29,800.00","29,500.00",300.00
15584,15585,4377,TX-00500,DONNA,78537,Hidalgo,TX,"238,114.00","167,399.00","70,715.00","237,000.00","117,900.00","54,400.00"
15584,15585,4377,TX-00500,EDCOUCH,78538,Hidalgo,TX,"27,089.00","26,089.00","1,000.00","25,000.00","24,000.00","1,000.00"
15584,15585,4377,TX-00500,EDINBURG,78539,Hidalgo,TX,"73,681.00","45,406.00","28,275.00","58,200.00","43,500.00","14,700.00"
15584,15585,4377,TX-00500,EDINBURG,78541,Hidalgo,TX,"94,635.00","83,625.00","11,010.00","83,800.00","76,800.00","7,000.00"
15584,15585,4377,TX-00500,EDINBURG,78542,Hidalgo,TX,"94,444.00","75,444.00","19,000.00","92,400.00","53,400.00","19,000.00"
15584,15585,4377,TX-00500,HARLINGEN,78550,Cameron,TX,"468,343.00","387,158.00","81,185.00","435,100.00","332,100.00","73,800.00"
15584,15585,4377,TX-00500,HARLINGEN,78552,Cameron,TX,"271,797.00","216,342.00","55,455.00","263,100.00","221,100.00","57,100.00"
15584,15585,4377,TX-00500,HIDALGO,78557,Hidalgo,TX,"161,461.00","100,451.00","61,010.00","112,900.00","82,000.00","30,900.00"
15584,15585,4377,TX-00500,LA FERIA,78559,Cameron,TX,"493,483.00","369,563.00","123,920.00","378,600.00","248,100.00","71,300.00"
15584,15585,4377,TX-00500,LA VILLA,78562,Hidalgo,TX,"65,413.00","57,443.00","7,970.00","32,100.00","8,600.00","8,100.00"
15584,15585,4377,TX-00500,LOS FRESNOS,78566,Cameron,TX,"147,670.00","117,965.00","29,705.00","126,500.00","96,700.00","29,800.00"
15584,15585,4377,TX-00500,LOS FRESNOS,78566,Hidalgo,TX,"47,583.00","31,503.00","16,080.00","41,900.00","25,800.00","16,100.00"
15584,15585,4377,TX-00500,MERCEDES,78570,Hidalgo,TX,"3,484,214.00","2,392,555.00","1,091,659.00","2,769,997.00","1,744,033.00","762,450.00"
15584,15585,4377,TX-00500,MISSION,78572,Hidalgo,TX,"2,129,117.00","1,510,331.00","618,786.00","1,815,700.00","1,170,700.00","466,500.00"
15584,15585,4377,TX-00500,PALMVIEW,78572,Hidalgo,TX,"18,069.00","18,069.00",0.00,"18,100.00","18,100.00",0.00
15584,15585,4377,TX-00500,ALTON,78573,Hidalgo,TX,"144,618.00","99,668.00","44,950.00","130,800.00","86,400.00","44,400.00"
15584,15585,4377,TX-00500,MISSION,78573,Hidalgo,TX,"350,159.00","280,059.00","70,100.00","244,100.00","57,700.00","15,000.00"
15584,15585,4377,TX-00500,PALMHURST,78573,Hidalgo,TX,"46,626.00","33,126.00","13,500.00","46,700.00","25,000.00","6,000.00"
15584,15585,4377,TX-00500,MISSION,78574,Hidalgo,TX,"2,758,303.00","1,880,378.00","877,925.00","2,199,500.00","1,255,900.00","637,800.00"
15584,15585,4377,TX-00500,PALMVIEW,78574,Hidalgo,TX,"100,295.00","68,395.00","31,900.00","88,600.00","56,700.00","31,900.00"
15584,15585,4377,TX-00500,PHARR,78577,Hidalgo,TX,"522,057.00","311,342.00","210,715.00","453,700.00","236,200.00","109,300.00"
